기업명,신용평점,신용등급(종속변수),유동비율,당좌비율,부채비율,영업이익이자보상비율,차입금/자기자본,차입금/매출액,총자산증가율,매출액증가율,순이익증가율,재고자산회전율,매출채권회전율,총자본회전율,총자본순이익율,매출액순이익율,자기자본순이익율
(주)인프라웨어,7.0,1,227.8,227.8,36.0,25.6,1.5,2.9,-38.1,-55.6,-41.1,19.2,2.8,.2,-53.3,-355.9,-63.6
한솔신텍(주),7.0,1,110.5,104.3,178.9,1.5,90.2,52.6,2.9,23.6,128.5,28.8,1.7,.7,.9,1.3,2.9
재영솔루텍(주),8.0,1,71.6,52.3,298.7,-.2,173.5,58.4,1.4,-8.4,57.6,8.3,3.8,.8,-2.9,-3.6,-12.3
(주)프리엠스,4.0,0,853.1,835.6,11.8,19.4,16.2,.1,22.5,-17.0,10.5,25.8,8.1,.5,3.9,8.3,4.3
이건산업(주),6.0,1,64.0,36.5,229.4,1.8,151.8,60.0,-1.0,10.4,14.9,5.4,3.9,.8,.4,.5,1.3
(주)인트론바이오테크놀로지,5.0,0,428.6,415.1,21.3,-12.2,5.9,31.0,47.7,-13.6,-20.0,10.0,2.0,.2,-1.2,-5.7,-1.4
일성신약(주),3.0,0,2963.3,2742.7,5.8,97.4,23.3,25.5,-7.8,9.3,-97.0,3.6,2.7,.2,.9,4.5,1.0
일성건설(주),6.0,1,116.4,102.5,176.2,1.3,85.5,33.3,6.6,25.3,-31.2,10.9,4.3,1.0,1.0,1.0,2.8
엘지디스플레이(주),3.0,0,141.1,113.4,78.3,8.4,31.5,14.8,7.9,-5.6,-.1,13.7,5.2,1.2,4.6,4.0,8.2
(주)퓨전데이타,6.0,1,222.5,181.2,74.4,11.5,26.4,16.7,85.1,50.2,-69.5,6.6,2.5,1.2,3.6,3.0,8.3
(주)케이피에스,8.0,1,116.2,114.8,332.9,3.4,217.2,63.0,109.8,105.1,46.6,49.1,1.6,.9,12.8,14.6,64.5
(주)데코앤이,7.0,1,234.5,158.1,45.6,.8,21.3,20.1,-10.4,-1.6,-43.3,3.1,8.1,.8,-25.8,-33.4,-38.3
(주)정산애강,5.0,0,127.0,92.0,49.4,9.9,26.3,30.1,-8.9,33.9,-26.6,6.9,2.2,.8,6.1,7.6,10.1
(주)큐브엔터테인먼트,4.0,0,438.8,438.8,22.5,-239.6,15.0,2.2,-18.7,-15.1,-25.0,23.0,5.0,.8,-16.0,-21.2,-20.5
넷마블게임즈(주),4.0,0,99.6,99.5,27.6,73.2,7.1,5.3,44.4,22.1,-61.2,3942.1,6.9,.7,1.6,2.2,2.0
(주)미래아이앤지,5.0,0,544.8,510.5,6.5,-132.1,25.5,40.8,8.7,9.8,-30.1,17.7,4.0,.2,-5.0,-25.7,-5.4
(주)삼양홀딩스,3.0,0,262.5,262.5,15.7,9.8,11.1,150.7,1.8,4.5,20.4,76.2,4.8,.1,3.8,56.9,4.4
(주)락앤락,2.0,0,281.2,177.6,7.0,18.6,2.1,17.4,1.5,11.4,260.8,5.3,11.1,.3,9.7,29.4,10.7
(주)종근당바이오,2.0,0,258.8,144.7,33.9,75.0,8.2,8.7,6.0,5.9,41.8,3.1,3.4,.6,5.4,8.4,7.2
(주)코맥스,3.0,0,152.7,102.3,77.4,58.6,15.5,7.1,9.1,14.2,75.0,6.6,3.7,1.4,8.8,6.4,16.0
유엔젤(주),5.0,0,345.1,345.1,20.2,-25.0,10.9,15.3,-10.4,-21.1,-15.7,286.7,2.2,.5,-12.5,-27.9,-14.6
(주)에스앤에스텍,3.0,0,131.1,99.7,61.0,12.9,37.6,46.5,25.6,5.5,21.5,6.9,5.4,.5,8.3,16.6,12.7
SKC(주),5.0,0,98.6,66.8,74.7,4.1,49.8,55.0,2.3,-14.6,-65.0,10.5,6.6,.5,3.3,6.4,5.8
(주)쿠첸,4.0,0,174.6,124.0,60.6,280.9,24.2,17.6,8.8,157.7,297.1,13.8,9.6,2.7,6.4,2.4,10.2
삼아제약(주),2.0,0,693.9,600.0,9.0,18595.3,.4,.1,6.1,10.4,37.8,6.8,3.3,.4,6.3,15.0,6.8
애경유화(주),3.0,0,197.0,147.4,49.9,120.8,12.7,3.8,24.0,-2.8,96.4,12.7,9.9,2.2,14.7,6.8,21.7
(주)서산,2.0,0,705.8,663.6,9.7,253.1,1.5,1.8,2.4,-7.3,29.0,19.8,4.9,.8,5.7,6.8,6.3
계양전기(주),2.0,0,224.5,150.2,31.9,377.3,2.1,1.0,11.8,12.7,79.5,9.1,5.7,1.4,7.8,5.4,10.2
(주)지엠알머티리얼즈,7.0,1,272.3,269.4,71.0,-1.6,59.8,68.4,23.4,-24.8,-75.4,34.2,3.9,1.2,-17.2,-14.4,-4.4
(주)세아제강,4.0,0,175.2,118.2,47.5,13.2,22.2,18.7,6.3,-6.9,-30.9,7.8,4.9,.8,1.7,2.1,2.4
KPX그린케미칼(주),5.0,0,89.7,72.1,78.7,2.9,46.3,22.2,-5.6,10.8,-18.7,14.9,7.8,1.2,1.4,1.2,2.5
(주)경보제약,4.0,0,140.6,75.2,57.4,14.7,31.8,21.5,4.2,4.9,-51.3,3.9,3.9,.9,6.4,6.8,10.1
(주)미투온,4.0,0,7160.4,7160.4,1.1,1439.1,22.5,.7,148.6,-5.0,-53.4,10.4,13.6,.5,6.3,14.2,6.6
(주)쌍방울,6.0,1,835.8,581.5,18.6,-11.6,10.0,19.5,1.5,-20.8,-29.8,2.5,2.5,.5,-6.5,-14.2,-7.7
(주)아세아텍,2.0,0,1161.3,765.7,7.5,45.6,3.6,3.1,9.9,3.5,25.3,4.2,5.2,1.1,4.3,3.8,4.6
진양산업(주),2.0,0,134.7,106.8,29.5,224.0,2.5,2.4,7.2,-3.3,-86.9,12.8,4.3,.7,1.3,1.8,1.6
(주)서울리거,5.0,0,816.2,780.3,9.4,4.8,22.2,5.3,149.4,2452.3,16244.1,31.8,2.3,.6,-6.0,-10.0,-6.8
한일네트웍스(주),5.0,0,166.0,136.5,57.6,40.2,7.6,1.7,44.4,30.7,109.0,16.5,5.3,1.7,5.3,3.2,7.9
(주)바이오리더스,5.0,0,552.6,535.6,23.8,-87.7,21.6,14.1,126.6,69.2,-38.7,3.3,1.8,.2,-37.9,-235.8,-51.2
(주)디아이씨,7.0,1,74.9,37.9,200.5,1.9,133.6,65.6,9.9,.3,-94.3,4.4,6.2,.7,.1,.2,.4
(주)아이오케이컴퍼니,5.0,0,193.2,193.2,9.3,-2.1,1.1,59.8,26.2,23.7,-33.7,16.0,4.6,.2,-6.1,-35.4,-7.5
(주)유니테스트,4.0,0,242.2,159.6,46.3,30.7,9.8,8.7,4.9,-8.4,-57.0,6.9,4.5,1.2,9.3,7.6,14.1
한미반도체(주),3.0,0,356.4,268.7,36.9,77.3,13.7,8.5,16.2,40.6,52.8,4.1,4.6,.6,12.2,19.3,15.4
삼부토건(주),7.0,1,166.7,146.4,141.0,-9.0,19.2,132.2,-70.8,-12.9,47.9,10.1,3.9,.5,49.9,108.8,4.9
휴젤(주),4.0,0,1050.4,985.4,5.1,118.0,.2,1.6,11.1,117.6,-5.2,16.9,3.9,.3,12.5,40.2,13.2
SK케미칼(주),6.0,1,93.7,62.9,96.0,1.4,73.9,86.0,-4.1,10.3,-90.3,6.1,5.1,.5,.5,1.0,.9
에코플라스틱(주),5.0,0,58.4,48.7,187.9,1.1,59.4,8.8,1.9,-1.8,144.5,44.0,9.4,2.0,1.1,.6,3.3
(주)파트론,4.0,0,122.0,80.2,29.2,32.1,7.9,3.7,1.8,-1.6,-59.8,17.2,11.0,1.6,4.1,2.5,5.3
인화정공(주),6.0,1,105.3,87.0,54.2,-1.6,49.3,127.8,-1.8,-16.2,-3.6,5.2,9.7,.3,-1.2,-4.9,-1.9
(주)서한,5.0,0,197.3,124.1,94.3,29.1,20.9,13.6,3.2,11.5,100.4,3.4,9.3,1.2,15.9,13.0,35.7
(주)모바일리더,3.0,0,1344.3,1344.3,3.1,16088.1,.4,.3,2.8,20.6,283.0,49.3,4.0,.2,3.7,18.1,3.8
(주)영원무역,3.0,0,109.1,104.5,68.7,16.6,26.4,18.6,4.5,6.8,18.4,48.6,7.3,.9,4.7,5.4,8.0
(주)대웅,4.0,0,1306.2,1305.6,5.9,182.7,10.5,9.4,.2,-.5,-32.6,277.4,13.3,.2,1.8,12.1,1.9
(주)맥스로텍,8.0,1,56.2,50.6,131.1,-2.1,92.7,94.4,-8.2,13.2,9.2,25.2,2.3,.5,-10.6,-21.9,-28.7
(주)티비에이치글로벌,8.0,1,122.4,31.2,227.3,-2.5,78.9,34.7,-4.7,1.8,9.2,2.4,9.3,.6,-10.1,-15.7,-29.0
(주)휴메딕스,2.0,0,977.9,936.4,15.1,187.2,9.2,11.7,13.9,7.0,-13.1,14.4,3.2,.4,8.2,22.4,9.0
(주)푸드웰,6.0,1,100.2,54.4,102.3,2.6,76.3,43.4,7.1,12.2,1061.0,4.0,7.7,.8,2.5,3.0,4.9
(주)씨앤에스자산관리,7.0,1,129.7,129.7,196.4,-.4,67.4,15.1,-17.3,2.0,77.7,14.9,10.6,1.4,-27.5,-19.2,-63.2
에이치엘비파워(주),8.0,1,79.8,76.8,89.6,-5.2,82.9,93.2,109.9,28.5,-44.2,43.3,5.0,.5,-12.6,-27.9,-24.6
(주)동일기연,2.0,0,811.3,656.8,9.5,344.5,2.2,2.1,5.1,-.8,25.4,3.2,7.8,.4,8.8,20.4,9.8
원풍물산(주),6.0,1,136.8,59.2,62.4,.8,33.6,22.1,1.0,-4.0,639.2,3.8,8.2,1.0,-1.4,-1.4,-2.2
동화약품(주),2.0,0,273.2,225.3,28.3,1461.3,.4,.4,2.3,6.4,368.1,9.0,4.4,.7,8.2,11.1,10.9
(주)이랜텍,5.0,0,176.7,168.4,53.1,.2,40.8,37.3,-2.1,-24.1,-46.7,42.5,2.0,.9,2.4,2.8,4.1
(주)코이즈,6.0,1,106.1,83.6,78.6,.6,61.0,73.2,-9.1,26.5,-27.8,9.5,3.7,.5,2.4,4.6,4.5
(주)케이엠에이치하이텍,4.0,0,178.5,157.4,31.3,6.6,13.7,14.1,29.3,-11.4,49.2,12.9,5.9,.9,2.6,3.0,3.5
(주)서연탑메탈,6.0,1,152.6,149.6,103.0,6.2,75.7,36.8,27.8,26.0,218.3,91.6,2.1,.9,4.0,4.4,7.4
(주)드래곤플라이,8.0,1,23.3,23.3,112.3,1.7,94.4,276.6,7.2,-33.8,-37.3,118.3,3.1,.2,-.5,-2.9,-1.2
(주)엑시콘,4.0,0,241.5,184.8,34.7,8.6,18.7,34.2,4.3,-15.1,-26.0,4.6,5.4,.5,5.0,10.4,6.8
(주)에스엠컬처앤콘텐츠,5.0,0,227.3,227.3,45.7,12.5,5.7,5.1,-6.1,19.8,-11.0,76.5,9.8,1.1,-.6,-.6,-.9
(주)디알텍,6.0,1,324.6,221.0,37.2,4.9,21.8,17.8,60.4,25.1,341.5,5.0,3.1,1.2,-.1,-.1,-.1
(주)오디텍,2.0,0,1393.7,1309.2,6.7,201.9,8.9,9.4,11.4,-5.3,13.5,10.2,3.6,.5,9.1,19.3,9.6
지엘팜텍(주),7.0,1,320.0,317.9,44.2,-36.5,23.3,44.9,39.3,-28.4,-22.3,154.1,3.4,.4,-51.8,-118.5,-97.6
(주)시노펙스,6.0,1,96.8,91.8,66.7,2.0,38.5,29.7,2.8,-29.9,-29.7,38.3,2.6,.9,3.6,4.2,6.6
현대코퍼레이션홀딩스(주),4.0,0,447.5,285.6,12.2,50403.7,.7,.6,1.3,303.8,-64.7,4.3,50.0,.7,3.1,4.2,3.4
성호전자(주),6.0,1,60.7,48.5,85.7,3.0,44.1,42.4,1.6,10.4,358.8,10.4,3.7,.6,2.4,3.7,4.4
(주)나라케이아이씨,7.0,1,56.7,47.1,122.5,2.7,102.4,69.2,-9.1,-16.8,-29.0,13.1,2.0,.7,2.9,4.4,7.3
(주)자연과환경,7.0,1,184.3,167.7,56.4,-9.7,34.7,62.3,-9.9,32.4,40.6,6.1,1.3,.3,-33.3,-101.3,-48.8
지엠비코리아(주),4.0,0,121.8,86.4,92.9,6.2,44.4,21.7,-.2,2.0,-3.2,9.9,4.2,1.1,3.3,2.9,6.4
(주)루트로닉,5.0,0,365.0,299.0,30.0,20.1,17.0,32.3,49.3,14.1,63.1,4.3,4.7,.5,7.6,16.3,10.5
(주)일지테크,5.0,0,118.6,108.9,70.7,-.3,42.9,44.2,13.0,-8.7,-10.2,12.3,1.9,.5,5.0,9.9,8.2
신흥에스이씨(주),5.0,0,104.8,87.8,86.1,12.3,47.7,22.2,31.0,35.1,69.3,19.9,7.7,1.1,6.6,6.2,11.5
대림씨엔에스(주),2.0,0,219.4,187.1,31.3,64.2,3.1,9.2,11.9,-3.8,3.2,11.5,3.5,.8,10.5,13.2,15.4
나노스(주),6.0,1,120.1,101.0,58.6,-19.1,19.6,121.6,-38.3,-54.2,949.7,3.5,1.4,.4,27.3,66.3,-4.0
(주)이수페타시스,5.0,0,176.2,138.4,80.1,8.0,48.1,31.0,15.3,12.0,-12.6,8.3,5.2,.9,4.9,5.6,8.7
S-OIL(주),5.0,0,165.0,114.8,118.5,28.7,73.8,25.4,29.4,-8.8,92.2,8.1,14.9,1.3,9.8,7.4,20.5
(주)삼에스코리아,7.0,1,76.9,68.2,64.6,.9,54.2,113.4,-15.5,-8.0,-3.4,13.1,2.7,.3,-5.9,-18.6,-10.1
(주)캠시스,7.0,1,136.9,133.4,134.5,3.0,59.3,21.6,5.8,-9.6,-6.0,69.6,2.4,1.3,-10.4,-7.9,-23.2
바디텍메드(주),4.0,0,306.0,232.1,15.1,95.3,3.7,7.1,14.6,18.3,22.5,7.3,4.1,.6,15.6,25.8,18.3
(주)에이원앤,5.0,0,247.1,190.5,29.7,2.5,11.9,12.3,-22.5,-28.4,-25.6,7.4,2.3,.8,1.9,2.4,2.7
씨제이대한통운(주),5.0,0,114.4,113.1,83.9,4.1,54.0,21.5,13.3,11.2,4.0,511.2,6.0,1.2,.5,.4,.8
(주)삼양사,5.0,0,155.3,113.4,57.0,25.7,27.7,15.4,60.2,35.4,110.5,9.4,10.2,1.2,6.3,5.3,10.2
두산밥캣(주),6.0,1,16.0,16.0,4.2,-6.8,3.4,849.2,22.3,12.5,9.1,566.1,3.0,.1,-.1,-24.8,-.1
(주)유한양행,2.0,0,361.1,315.5,22.1,145.3,7.4,6.4,7.2,17.1,13.9,11.3,5.9,.8,7.5,9.3,9.2
(주)아이앤씨테크놀로지,6.0,1,228.3,203.0,74.9,4.3,49.2,49.3,12.8,234.1,644.2,12.6,3.4,.5,5.7,10.8,10.0
(주)오리온홀딩스,4.0,0,56.8,42.6,51.9,5.3,39.0,60.0,-.5,-4.0,231.9,14.4,6.8,.5,3.6,7.5,5.7
(주)성우하이텍,2.0,0,132.8,109.7,106.9,3.9,76.4,50.7,6.1,2.7,-23.2,9.9,3.4,.7,4.2,5.7,8.7
엘티씨(주),5.0,0,288.3,250.2,41.1,-.3,34.2,36.5,23.0,-14.1,-96.3,14.6,24.7,.5,.3,.5,.4
동아에스텍(주),2.0,0,197.8,143.4,51.0,35.5,20.7,11.5,21.9,16.1,46.1,6.5,3.8,1.1,8.6,7.8,13.1
한양이엔지(주),5.0,0,160.0,159.3,94.7,91.8,28.1,1.2,54.1,9.6,364.3,734.3,3.6,1.5,26.2,17.6,52.9
(주)쎄노텍,5.0,0,237.4,126.9,46.8,17.0,30.3,30.2,28.0,22.8,-47.0,3.1,3.4,.9,6.5,7.4,10.5
(주)멜파스,7.0,1,138.5,73.7,60.7,.5,50.7,69.0,-1.1,-42.1,-49.7,3.1,8.0,.5,.9,1.6,1.6
(주)민앤지,2.0,0,281.9,281.9,11.6,714.7,5.2,5.7,69.3,31.9,27.2,21.1,6.6,.5,16.3,31.8,18.0
(주)엔피케이,5.0,0,113.5,83.0,102.9,1.5,35.5,19.1,13.4,16.3,24.9,15.7,11.1,1.0,4.6,4.5,9.1
(주)바이오스마트,4.0,0,147.2,111.1,54.6,9.8,32.5,24.5,33.5,21.5,-80.2,9.2,13.2,.6,.3,.6,.5
에머슨퍼시픽(주),7.0,1,152.9,140.4,82.4,-5.4,21.3,114.0,-3.9,-54.4,910.3,10.5,20.6,.1,-1.9,-21.1,-3.5
상신브레이크(주),2.0,0,150.4,109.9,77.5,25.4,35.2,18.2,10.6,2.4,1.9,7.8,4.0,1.2,9.9,8.4,18.2
(주)대명코퍼레이션,5.0,0,583.4,552.4,46.2,3.5,25.6,6.3,31.4,73.5,-18.3,33.5,7.8,1.6,-3.2,-2.0,-4.4
한스바이오메드(주),3.0,0,192.7,115.1,35.9,24.8,24.0,27.1,22.6,20.0,-4.7,4.2,2.7,.5,8.0,16.8,10.2
영풍정밀(주),3.0,0,448.9,317.3,20.2,1650.4,.4,.5,.6,-16.7,-22.7,3.1,4.0,.2,2.0,11.6,2.4
(주)세아특수강,2.0,0,334.1,249.5,44.7,15.3,21.5,14.3,-1.8,-5.5,15.0,7.7,3.7,1.4,5.8,4.3,8.7
이구산업(주),8.0,1,91.9,42.6,159.3,1.9,119.2,63.5,4.9,-6.2,64.3,3.0,5.3,.8,1.8,2.3,4.6
제이씨현시스템(주),4.0,0,221.0,170.7,52.0,135.4,23.1,8.4,3.9,30.7,32.9,11.0,4.8,1.8,2.0,1.1,3.0
(주)제주항공,5.0,0,167.5,164.3,120.6,141.0,7.5,2.7,25.7,23.0,12.8,103.6,35.0,1.4,9.9,7.1,21.1
(주)파루,4.0,0,273.9,212.9,32.3,6.1,22.7,17.4,6.1,-19.4,-19.0,5.2,14.7,1.1,5.6,5.3,9.3
(주)에이텍티앤,4.0,0,455.3,412.7,16.0,157.9,5.5,6.0,3.6,170.8,-17.5,21.2,6.4,1.1,2.2,2.0,2.5
(주)케이지모빌리언스,5.0,0,246.4,246.0,158.0,30.1,95.5,84.9,-2.0,-20.9,37.3,515.6,3.8,.4,2.8,7.9,7.6
(주)디지탈옵틱,7.0,1,61.2,39.4,74.2,-6.8,49.5,59.2,-27.4,-19.4,22.9,6.2,4.8,.5,-48.2,-102.7,-81.2
이화전기공업(주),6.0,1,142.5,90.2,38.9,1.1,21.1,38.4,12.9,11.7,-37.3,3.5,4.0,.5,-5.0,-9.5,-7.5
현대위아(주),3.0,0,208.1,171.5,90.0,8.4,37.9,15.9,-.5,-7.5,-53.2,12.0,5.2,1.2,2.7,2.2,5.2
(주)동진쎄미켐,6.0,1,56.8,42.9,205.0,2.0,162.8,49.0,.6,9.4,49.0,13.1,6.3,1.1,3.3,2.9,10.6
롯데케미칼(주),4.0,0,149.3,118.2,58.7,28.2,43.4,35.4,31.0,-2.5,49.8,11.3,9.3,.7,10.7,15.8,16.1
(주)이엠따블유,7.0,1,134.6,99.3,118.9,2.4,92.1,76.2,1.2,15.1,40.5,4.2,4.4,.6,4.7,8.6,10.7
(주)아이에스시,2.0,0,529.5,457.8,8.2,206.2,4.8,3.4,5.4,3.1,-7.5,10.8,5.0,.5,7.2,15.6,7.8
조광페인트(주),2.0,0,196.6,124.1,39.1,19.2,12.4,13.3,4.6,.0,-8.2,5.9,3.4,.8,7.6,9.3,10.8
태경화학(주),3.0,0,164.6,139.9,16.9,32.0,3.1,8.0,-4.3,.8,-19.3,18.8,3.9,.4,3.9,9.0,4.6
삼성중공업(주),8.0,1,107.2,93.7,174.9,-4.1,83.7,49.2,1.0,5.9,8.9,7.6,2.0,.6,-.8,-1.4,-2.7
제일연마공업(주),3.0,0,319.4,223.4,20.6,12.9,9.7,12.2,-2.6,-1.7,37.0,5.4,7.3,.9,3.8,4.3,4.7
(주)동방선기,4.0,0,309.0,236.1,12.1,2.2,18.4,50.7,-39.0,-12.7,-40.0,11.0,3.6,.5,-3.8,-7.2,-5.8
(주)포티스,8.0,1,77.1,76.3,351.5,-.9,240.2,24.0,-13.9,280.4,70.4,31.7,5.2,1.6,-74.6,-45.9,-243.5
(주)씨엠에스에듀,4.0,0,96.1,94.1,61.0,44.1,24.7,10.3,129.6,22.3,8.1,173.8,36.3,1.2,16.1,13.2,27.2
케이지이티에스(주),3.0,0,94.3,80.1,40.8,14.2,23.0,35.5,.7,2.7,-75.6,13.5,4.5,.5,2.5,5.2,3.6
두산중공업(주),7.0,1,71.1,65.7,172.8,2.1,92.5,85.0,.2,-8.6,80.4,16.7,1.9,.4,-2.0,-4.9,-5.3
상신이디피(주),6.0,1,70.0,56.5,104.5,1.4,86.0,63.5,.1,1.6,.1,10.5,6.6,.7,1.7,2.5,3.4
(주)미동앤씨네마,5.0,0,570.5,543.5,7.8,-3680.7,20.9,17.3,-6.5,-29.1,-43.3,22.1,8.9,.5,-4.4,-8.5,-5.2
한일사료(주),6.0,1,128.6,102.3,112.9,1.6,87.8,39.8,15.1,-10.2,10.3,6.3,7.1,1.1,-.1,-.1,-.2
(주)팬젠,5.0,0,1573.8,1573.8,5.9,-38.5,17.9,80.1,135.2,-60.8,1039.4,4242.3,4.1,.1,-19.2,-350.7,-24.5
(주)뉴파워프라즈마,4.0,0,311.7,258.2,27.1,14.5,9.0,17.4,56.3,34.1,36.8,6.2,7.0,.7,10.7,16.6,14.5
유비벨록스(주),5.0,0,144.3,105.5,42.0,5.4,29.5,34.6,5.9,8.4,-19.5,6.6,6.6,.7,2.0,2.8,3.0
에스텍(주),3.0,0,217.3,198.5,40.0,244.2,2.1,1.5,7.9,2.2,-5.9,25.6,5.3,1.4,6.2,4.5,8.6
(주)이지바이오,4.0,0,76.5,62.4,52.8,4.8,41.1,84.2,1.1,1.1,24.0,9.5,7.9,.3,5.2,15.2,8.2
(주)청담러닝,7.0,1,92.6,91.0,72.5,-7.0,48.2,37.3,-7.0,-4.6,52.0,145.1,3.4,.7,-15.4,-22.4,-24.8
(주)사파이어테크놀로지,9.0,1,59.4,46.9,259.5,-9.3,226.6,315.6,-55.1,-56.0,6.7,.9,1.8,.1,-69.2,-510.3,-132.1
(주)코센,8.0,1,132.2,99.5,152.3,-4.2,88.6,41.2,-.4,-6.7,36.7,4.6,3.7,.9,-16.3,-18.0,-39.1
(주)서진시스템,7.0,1,91.5,83.3,137.2,1.3,81.2,148.4,14.7,-5.0,-13.4,8.3,1.3,.3,5.1,16.4,15.2
(주)클리오,5.0,0,210.7,190.6,68.9,12.9,44.6,30.8,293.2,83.7,29.1,14.8,12.6,1.3,15.1,11.6,26.9
(주)휴맥스홀딩스,4.0,0,13.3,13.3,13.2,5.0,12.8,334.4,-1.8,-16.1,-41.7,192.1,4.6,.0,-4.0,-154.8,-4.4
삼영이엔씨(주),2.0,0,995.1,522.1,10.6,65.5,4.2,11.4,4.0,3.2,12.6,1.2,1.5,.4,7.5,19.1,8.3
에코바이오홀딩스(주),5.0,0,298.5,298.5,18.6,-8.3,4.3,34.8,3.8,-56.0,-34.7,66.6,1.2,.2,-14.7,-65.9,-19.6
(주)에이스테크놀로지,7.0,1,82.4,69.2,148.8,-1.3,101.4,75.3,-13.7,-22.5,123.9,7.5,1.8,.5,-4.7,-8.9,-12.3
(주)뉴보텍,5.0,0,171.4,147.4,82.4,4.4,40.0,17.2,9.3,2.4,-7.9,12.0,4.0,1.3,2.1,1.7,3.8
(주)윈스,4.0,0,540.9,489.6,46.4,20.6,27.6,17.5,23.5,13.4,-14.1,7.3,3.4,.6,7.7,12.0,10.6
아남전자(주),6.0,1,198.3,198.3,58.1,5.4,24.4,14.0,-6.8,12.8,10.0,312.0,3.0,1.3,.8,.6,1.4
(주)유신,5.0,0,279.0,279.0,64.6,3.0,10.5,10.4,-3.1,4.1,65.8,235.5,4.8,1.1,1.2,1.1,2.0
대정화금(주),2.0,0,454.6,371.1,30.3,724.6,.2,.3,12.0,5.3,-1.7,7.7,5.0,.6,7.1,12.4,9.1
한국전력공사,5.0,0,51.9,50.9,89.9,5.8,41.4,41.6,-.9,3.0,-58.1,328.8,8.8,.6,4.0,7.1,7.9
(주)하이트론씨스템즈,5.0,0,266.6,182.8,41.9,-89.0,7.7,7.9,19.2,-24.9,-56.4,3.5,2.5,.7,7.8,11.2,11.0
동성제약(주),7.0,1,200.4,161.8,125.4,-1.0,72.0,49.9,1.0,6.8,-29.0,6.2,1.8,.6,-1.3,-2.1,-2.9
한국철강(주),2.0,0,374.1,315.4,22.5,45140.7,.7,.6,5.0,-3.1,-13.2,8.7,4.4,.7,5.1,7.0,6.2
(주)동아엘텍,3.0,0,279.7,275.0,37.4,571.9,5.1,4.2,32.1,-18.7,-21.1,49.9,3.0,.7,8.9,13.3,11.2
(주)BYC,6.0,1,76.6,30.3,82.7,3.1,52.7,95.2,4.0,16.2,-48.2,3.1,10.3,.3,1.1,3.6,1.9
제이씨케미칼(주),5.0,0,79.3,44.4,83.3,12.3,68.4,33.6,14.0,39.6,198.0,11.6,23.7,1.2,12.3,10.6,23.5
엘컴텍(주),3.0,0,259.4,204.4,9.7,54.2,.4,7.9,-.4,12.7,-9.3,13.1,5.2,.8,9.9,12.9,11.5
남화토건(주),2.0,0,393.4,393.4,16.5,155.6,.2,.2,6.8,25.1,11.0,15.2,7.9,.5,2.9,5.5,3.4
(주)청호컴넷,8.0,1,48.8,16.0,68.5,-3.4,50.9,46.8,8.2,6.4,108.3,5.4,5.4,.7,-9.7,-15.0,-17.6
(주)한국큐빅,3.0,0,761.9,728.4,7.0,-17.7,16.7,18.1,2.3,13.0,-47.8,17.2,3.4,.4,1.3,3.4,1.4
(주)바이오톡스텍,6.0,1,71.1,67.7,86.8,3.4,51.6,66.7,5.3,36.8,-40.5,34.9,4.5,.4,1.8,4.1,3.3
진양제약(주),6.0,1,237.5,174.9,56.2,-29.6,30.0,43.0,-11.6,-10.0,-20.4,5.8,1.3,.4,-11.1,-25.2,-16.8
한국정보공학(주),6.0,1,153.5,123.5,63.1,-6.7,17.9,8.4,-14.4,-18.8,-44.3,11.9,3.7,1.2,-9.6,-7.8,-15.7
일경산업개발(주),7.0,1,55.5,55.5,49.8,-1.4,27.9,234.9,90.6,-58.0,-58.6,121.2,1.6,.1,-33.5,-306.6,-58.2
(주)코프라,4.0,0,360.5,303.9,27.2,44.0,11.5,8.5,12.7,7.3,-6.3,10.0,3.5,1.1,10.6,9.5,13.4
(주)에이치알에스,3.0,0,829.4,651.0,29.3,907.7,18.2,20.0,9.4,-5.5,-12.5,4.6,4.3,.6,3.9,6.7,4.8
(주)다나와,2.0,0,934.0,934.0,8.8,1410.7,.3,1.0,13.5,19.4,77.1,101.7,9.4,.5,12.0,24.7,13.0
(주)씨제이헬로,6.0,1,55.8,53.5,90.4,2.0,68.3,67.5,-8.0,-6.9,-64.0,71.1,4.6,.6,1.1,2.0,2.2
(주)한화갤러리아타임월드,7.0,1,42.3,21.8,96.8,-4.8,38.7,28.3,-5.4,68.6,114.8,11.8,22.9,.6,-3.8,-6.6,-7.1
(주)젬백스&카엘,6.0,1,117.3,101.0,23.6,-3.8,19.1,69.6,13.2,-28.5,-17.1,9.0,7.6,.2,-12.9,-55.8,-16.2
(주)SBS,6.0,1,190.1,189.2,65.0,-2.2,34.9,22.0,-4.0,3.4,49.6,412.4,4.1,.9,-.1,-.1,-.2
한국프랜지공업(주),6.0,1,101.3,61.0,135.7,1.1,47.4,11.6,-5.2,3.9,-19.9,8.3,5.5,1.8,1.1,.6,2.8
(주)씨에스,8.0,1,50.3,30.3,178.0,-.2,121.1,60.3,-8.5,-4.9,-43.7,6.6,10.6,.8,-18.1,-21.5,-64.4
신화인터텍(주),5.0,0,69.9,50.5,96.0,3.3,57.3,31.3,3.1,15.0,1135.6,12.8,5.3,1.0,2.1,2.1,4.1
(주)파세코,4.0,0,151.5,74.0,40.7,9.3,16.5,9.1,4.0,-16.0,-51.7,5.8,11.5,1.1,3.1,2.8,4.3
